id	title	description	google_product_category	product_type	link	image_link	condition	availability	price	brand	gtin	mpn	color	material	pattern	size	gender	age_group	tax	shipping	shipping_weight	excluded_destination	expiration_date
172	Zamora 5 ft 9 Retro Surfboard	The Zamora tri-fin fish has a retro feel to it with a big centre fin with two side bites. It has a low rocker for plaineing through flat sections of the wave. It is like a magic carpet crossed with a modern fish. It has a nice squash tail to help with its turning abilty. This board is one of a limited number of boards shaped by Ian Zamora when he was in the UK on holiday! 5'9" x 20 1/2 x 2 1/2 One of spray One of a limted addition LoxBox fin system	Sporting Goods > Water Sports > Surfing > Surfboards	Surfboards > Shortboards	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=172&cPath=19	http://www.witteringsurfshop.com/images/Zamaroa-59.jpg	new	in stock	599.00	Zamora Surfboards		172							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:,AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		10 kg		2012-12-25
225	Town and Country Blue Hawaiian Van Double Cover	The Town and Country Blue Hawaiian print van double seat cover and incorporates the hibiscus flower motif. This van seat cover is designed to protect the double front passenger seat fitted to many vans and light commercial vehicles. Accepts seat belts and head rests. Highly individual, practical and pretty cool looking too! Hawaiian design Waterproof Universal fit	Sporting Goods > Water Sports > Surfing	Hardware > Car Accessories	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=225&cPath=14	http://www.witteringsurfshop.com/images/Hawaiian-Blue-Van-Small.jpg	new	in stock	36.77	Town and Country		225							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		3 kg		2012-12-25
226	Town and Country Blue Hawaiian Single Seat Cover	The Town and Country Blue Hawaiian print single seat cover incorporates the hibiscus flower motif and is a semi-tailored seat cover suitable for most cars and vans. This seat cover features re-sealable slots for arm rests and tailored head rest. Waterproof and hardwearing. Highly individual, practical and pretty cool looking too! Hawaiian design Waterproof Universal fit	Sporting Goods > Water Sports > Surfing	Hardware > Car Accessories	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=226&cPath=14	http://www.witteringsurfshop.com/images/Hawaiian-Blue-Small.jpg	new	in stock	24.51	Town and Country		226							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		3 kg		2012-12-25
227	Town and Country Black Hawaiian Single Seat Cover	The Town and Country Black Hawaiian print single seat cover incorporates the hibiscus flower motif and is semi-tailored seat cover suitable for most cars and vans. This seat cover features re-sealable slots for arm rests and tailored head rest. Waterproof and hardwearing. Highly individual, practical and pretty cool looking too! Hawaiian design Waterproof Universal fit	Sporting Goods > Water Sports > Surfing	Hardware > Car Accessories	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=227&cPath=14	http://www.witteringsurfshop.com/images/Hawaiian-Black-Small.jpg	new	in stock	24.51	Town and Country		227							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		3 kg		2012-12-25
229	Town and Country Black 3D Universal Single Seat Cover	The Town and Country Black 3D Universal Single Seat Cover is semi-tailored seat cover suitable for most cars and vans. This seat cover features re-sealable slots for arm rests and tailored head rest. Waterproof and hardwearing. Black Waterproof Universal fit Wipe clean	Sporting Goods > Water Sports > Surfing	Hardware > Car Accessories	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=229&cPath=14	http://www.witteringsurfshop.com/images/Black-3D.jpg	new	in stock	22.47	Town and Country		229							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		3 kg		2012-12-25
233	Town and Country Black Van Double Cover	The Town and Country Black van double seat cover is designed to protect the double front passenger seat fitted to many vans and light commercial vehicles. Accepts seat belts and head rests. Practical, hardwearing and pretty cool looking too! Black Waterproof Universal fit Wipe Clean	Sporting Goods > Water Sports > Surfing	Hardware > Car Accessories	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=233&cPath=14	http://www.witteringsurfshop.com/images/blackdouble.jpg	new	in stock	33.70	Town and Country		233							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		3 kg		2012-12-25
234	Town and Country Boot Liner	The Town and Country Boot liner is a perfect accessory for any estate car. It can be fitted and moved in a matter of minutes and can be stored in its own carry case. Completely waterproof and very hard wearing this boot liner is the ultimate way to protect your load space in your estate car. Fitting the Boot Liner is simplicity itself. Ensure the Velcro corners are on the upper side then open the long Velcro slot and fit over the headrests of the rear seat. Re-attach the Velcro strip and lay the liner out covering the load space.Fold the front and rear corners in and press the Velcro firmly together. Black Waterproof Universal fit Easy Fitting and removing Wipe Clean	Sporting Goods > Water Sports > Surfing	Hardware > Car Accessories	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=234&cPath=14	http://www.witteringsurfshop.com/images/Boot-Liner.jpg	new	in stock	33.70	Town and Country		234							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		3 kg		2012-12-25
277	FCS 8ft Regular Surfboard Leash	FCS Regular Surfboard Leash 8ft has had all Elements of design have been refined through extensive research and development. The leash has been rigorously tested to ensure increase comfort, functionality and dramatically increased strength. Features: 7mm Urethane Cord Double swivel Internal Key Pocket Double padded cuff with a lycra edge and US made Rip & Grip Velcro Detachable rail saver Wave size 0-8ft ** NOTE Image is for illustration purposes, colour may vary. Call us on 01243 672292 for full details. **	Sporting Goods > Water Sports > Surfing > Surfboard Leashes	Hardware > Surfboard Leashes	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=277&cPath=7	http://www.witteringsurfshop.com/images/leashgrey.jpg	new	in stock	25.99	FCS		277							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		0 kg		2012-12-25
282	FCS 6ft 7" Shortboard Day Runner 5mm Boardbag	The FCS Dayrunner board bag is a 5mm bag with high density foam padding for lightweight protection. This bag also has highly durable inner and outer materials for insulation, durability and protection. features : 5mm thick Corrosion resistant zips Internal fin / wax pocket Adjustable and detachable super-padded shoulder strap Padded handles FCS quality construction ** NOTE Image is for illustration purposes, colour may vary. Call us on 01243 672292 for full details. **	Sporting Goods > Water Sports > Surfing > Surfboard Cases	Hardware > Surfboard bags	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=282&cPath=6	http://www.witteringsurfshop.com/images/Dayrunner_FB_AlloyNavy_FRONT.jpg	new	in stock	48.99	FCS		282							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
283	FCS 7 ft 0" Shortboard Day Runner 5mm Boardbag	The FCS Dayrunner board bag is a 5mm bag with high density foam padding for lightweight protection. This bag also has highly durable inner and outer materials for insulation, durability and protection. features : 5mm thick Corrosion resistant zips Internal fin / wax pocket Adjustable and detachable super-padded shoulder strap Padded handles FCS quality construction ** NOTE Image is for illustration purposes, colour may vary. Call us on 01243 672292 for full details. **	Sporting Goods > Water Sports > Surfing > Surfboard Cases	Hardware > Surfboard bags	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=283&cPath=6	http://www.witteringsurfshop.com/images/Dayrunner_FB_AlloyNavy_FRONT.jpg	new	in stock	51.95	FCS		283							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
284	FCS 7 ft Funboard Classic 5mm Boardbag	The FCS Classic board bag is a 5mm bag with high density foam padding for lightweight protection. This bag also has highly durable inner and outer materials for insulation, durability and protection. features : 5mm thick Corrosion resistant zips Internal fin / wax pocket Adjustable and detachable super-padded shoulder strap Padded handles FCS quality construction ** NOTE Image is for illustration purposes, colour may vary. Call us on 01243 672292 for full details. **	Sporting Goods > Water Sports > Surfing > Surfboard Cases	Hardware > Surfboard bags	http://www.witteringsurfshop.com/index.php?main_page=product_info&products_id=284&cPath=6	http://www.witteringsurfshop.com/images/fcsclassicfunboardwhite.JPG	new	in stock	44.99	FCS		284							AT::20.00:,BE::20.00:,BG::20.00:,CY::20.00:,CZ::20.00:,DK::20.00:,EE::20.00:,FI::20.00:,FR::20.00:,DE::20.00:,GR::20.00:,HU::20.00:,IE::20.00:,IT::20.00:,LV::20.00:,LT::20.00:,NL::20.00:,PL::20.00:,PT::20.00:,ES::20.00:,SE::20.00:,GB::20.00:,GB::20.00:		2 kg		2012-12-25
